1 - min(mdcv$evaluation_log$val_merror),booster,max_depth,eta,subsample,colsample_bytree,min_child_weight
0.856,xgbtree,6,0.14463572316570208,0.9256745611783117,0.7418042580597103,2
0.856,xgbtree,6,0.11147217514226213,0.7186235219007358,0.7404795556329191,3
0.852,xgbtree,5,0.12631937066093088,0.7955810671905055,0.6956837780773639,3
0.852,xgbtree,6,0.13407007102621718,0.9496078416705132,0.7411863877438009,7
0.852,xgbtree,9,0.11722815686371177,0.8556669138604776,0.723120829835534,0
0.852,xgbtree,6,0.10377614805940537,0.714878710382618,0.9943042894825339,1
0.852,xgbtree,3,0.08544769824249669,0.7396616648882627,0.8694163231179117,4
0.852,xgbtree,4,0.26999015354085715,0.7937499909894541,0.9507750821299851,2
0.852,xgbtree,8,0.05793395372573286,0.744442010531202,0.9196428790688514,1
0.852,xgbtree,10,0.21744606610853223,0.7922469717217608,0.7288011713884771,1
0.852,xgbtree,9,0.23365081847878172,0.8889180195750669,0.6750575522892177,3
0.852,xgbtree,9,0.20269255744060502,0.994688413455151,0.6867788106203079,8
0.852,xgbtree,9,0.13943603542866184,0.7440962729509919,0.7884412636980415,1
0.852,xgbtree,4,0.13120870579965413,0.7258003619965165,0.7897810746915639,3
0.852,xgbtree,7,0.1495387631538324,0.7354582988657057,0.7147594004869461,0
0.852,xgbtree,5,0.0967583694984205,0.941367680253461,0.6953414754010737,2
0.852,xgbtree,4,0.2301470525143668,0.7564532048534601,0.89696822213009,0
0.852,xgbtree,3,0.09184825062053277,0.7385061765788122,0.681129039824009,6
0.852,xgbtree,6,0.24024766501272096,0.8519162111915648,0.8940861878916622,1
0.852,xgbtree,7,0.21257874169852584,0.8611542824655771,0.6907836780883372,2
0.852,xgbtree,9,0.11227446810808031,0.815194758400321,0.6393336739391088,2
0.852,xgbtree,7,0.18916705154348165,0.8027556063840166,0.8981195187196136,2
0.852,xgbtree,10,0.10285106451250611,0.8530233084689826,0.6549113045446574,4
0.852,xgbtree,10,0.12562358676223084,0.7310057364171371,0.6915990608744323,4
0.852,xgbtree,7,0.22216116407187655,0.7919485883321613,0.6991776056587696,5
0.852,xgbtree,3,0.1567740023857914,0.8718730642227456,0.7444924788549543,3
0.852,xgbtree,4,0.23180551255121826,0.8656145543791354,0.8142251164652408,3
0.852,xgbtree,6,0.20497297910274936,0.7883727469015867,0.950329058803618,3
0.852,xgbtree,5,0.05907114090397954,0.8795725354691968,0.702524367440492,4
0.852,xgbtree,10,0.08679602249059826,0.83770186023321,0.651982201449573,4
0.852,xgbtree,9,0.27435420177178454,0.8363205152563751,0.6782603939063847,4
0.852,xgbtree,3,0.18440996814751998,0.9349704672349617,0.7295792101882398,6
0.852,xgbtree,6,0.06723421252565458,0.7252324662636965,0.7114802653901279,2
0.852,xgbtree,3,0.20411622622050343,0.9349458648823201,0.6800102842971683,2
0.852,xgbtree,7,0.25083767700009046,0.9552335916552692,0.6862762832082808,4
0.852,xgbtree,9,0.05818750836187973,0.957101403013803,0.6639248311519622,6
0.852,xgbtree,3,0.12765991859603673,0.7131906180642544,0.8585849413648248,5
0.852,xgbtree,4,0.11139264850178732,0.9816946806386113,0.7450636334717273,5
0.852,xgbtree,8,0.06957896545529366,0.8658358155284076,0.9743334161117673,2
0.852,xgbtree,3,0.15064217064529659,0.9636398760369047,0.7844901480711997,5
0.852,xgbtree,7,0.25021391310729085,0.9871343191247434,0.6084585840813815,2
0.852,xgbtree,3,0.2894512073532678,0.7846679428359493,0.8843468014150857,4
0.852,xgbtree,3,0.11910161798819899,0.9188871740596369,0.7278342458419502,5
0.852,xgbtree,9,0.1867454427620396,0.9770398669177667,0.6873721871525049,7
0.852,xgbtree,3,0.06403665472753345,0.9986233450472355,0.6719536140561103,7
0.852,xgbtree,8,0.20070694479858503,0.9190652925055474,0.6793622641824186,2
0.852,xgbtree,8,0.040757887540385125,0.708124946989119,0.8538586402311921,0
0.852,xgbtree,4,0.17345409302040934,0.9879244591342285,0.742753419931978,6
0.852,xgbtree,7,0.2524333170894533,0.7783000364433974,0.6269036535173654,2
0.852,xgbtree,4,0.21471344160614533,0.7353998124599457,0.8883989099413157,1
0.852,xgbtree,8,0.12529685751302166,0.8854567873291671,0.6561275333166122,2
0.852,xgbtree,3,0.07594793419586493,0.9819094968028367,0.6960213311947883,0
0.852,xgbtree,7,0.22446696123108267,0.8550160500686615,0.9659535381942987,7
0.852,xgbtree,9,0.2597853945987299,0.7973049324238672,0.9254219098947942,2
0.852,xgbtree,3,0.036641821581870314,0.813536579767242,0.6444899273104966,5
0.852,xgbtree,4,0.1967049180390313,0.8569727500434965,0.7736337740905583,2
0.852,xgbtree,9,0.23994438050081954,0.8301691829925403,0.6740599759854377,2
0.852,xgbtree,6,0.21698671388672663,0.790354184876196,0.6567198471166193,5
0.852,xgbtree,5,0.05386829048860818,0.9409728873055428,0.7204322004690766,5
0.852,xgbtree,8,0.29725197681924326,0.8487153049325571,0.9661258154548704,0
0.852,xgbtree,9,0.2254244383960031,0.8257154740393161,0.6149055312387645,1
0.852,xgbtree,3,0.06487200558185577,0.8079122986411675,0.6355102515779435,3
0.852,xgbtree,6,0.24741799540352075,0.9492976520908997,0.7107058717869222,4
0.852,xgbtree,3,0.18331016829703004,0.9346216564299539,0.6535160825587809,5
0.852,xgbtree,6,0.0827206012699753,0.8834645751165227,0.9098946020938457,2
0.852,xgbtree,9,0.22880639809882267,0.7606752377236261,0.6196916976943612,1
0.852,xgbtree,6,0.2824945902242325,0.8976653561927378,0.6514986017718911,2
0.852,xgbtree,5,0.23903264482039957,0.7771158900577575,0.6591796791180968,5
0.852,xgbtree,10,0.2051835805969313,0.8765021359315142,0.8326332679018378,1
0.852,xgbtree,6,0.13372799664270132,0.9516479044919833,0.638195003196597,1
0.852,xgbtree,4,0.1264833510760218,0.7978206204250454,0.9163787665776908,5
0.852,xgbtree,5,0.22451387899694963,0.8001409072428941,0.6902005983516574,2
0.852,xgbtree,3,0.29692917566513644,0.8229767764452844,0.9818292153067887,4
0.852,xgbtree,3,0.09725229383213445,0.9707576547982171,0.6055253413505852,8
0.852,xgbtree,10,0.09742931192275135,0.9464691553264857,0.7351244368590415,7
0.852,xgbtree,3,0.05669444006169215,0.9355298687471076,0.747452384699136,2
0.852,xgbtree,4,0.05777209751773626,0.8727434354601428,0.7286446292884647,4
0.852,xgbtree,3,0.12647846999112516,0.7223158622160554,0.8727933041751385,2
0.852,xgbtree,6,0.1147201542300172,0.7916684733703732,0.938726394623518,2
0.852,xgbtree,5,0.13552982938243077,0.9397520413156599,0.7372156400233507,2
0.852,xgbtree,6,0.11635779089294372,0.9463976490311324,0.6543177234008908,2
0.852,xgbtree,7,0.08854738411027938,0.7112739697564393,0.7276576333679259,9
0.852,xgbtree,4,0.05404181997757405,0.9489702111575753,0.6269604068249464,2
0.852,xgbtree,3,0.1839811415108852,0.9433972862316296,0.7141974835656584,2
0.852,xgbtree,9,0.2699307639244944,0.9597054308746009,0.7363136321306228,4
0.852,xgbtree,8,0.2190304284542799,0.9422032306902111,0.7017838750034571,2
0.852,xgbtree,6,0.1715918546100147,0.7931981688132509,0.670485994964838,4
0.852,xgbtree,7,0.1385875514242798,0.8004878599895164,0.8800799136050046,2
0.852,xgbtree,6,0.028662636748049405,0.9031844301847741,0.9939375946298241,0
0.852,xgbtree,5,0.09058461444452404,0.8223661768715829,0.7366595413535834,2
0.852,xgbtree,6,0.15188380784122274,0.7890124854631722,0.7843591707758606,5
0.852,xgbtree,7,0.12840333645464852,0.7470531060826033,0.6842587923631072,9
0.852,xgbtree,4,0.13421303218929095,0.9751053871586919,0.7041478104889393,8
0.852,xgbtree,7,0.24045331587549298,0.7028145791729912,0.8722231646999716,1
0.852,xgbtree,3,0.16688305810093879,0.7879453031579032,0.6688957801088691,6
0.852,xgbtree,3,0.11004559465916826,0.9886515511665493,0.699200784880668,0
0.852,xgbtree,3,0.05650769835570827,0.7612226559082046,0.7502316203899682,7
0.852,xgbtree,7,0.06553334140451625,0.8979110279586167,0.7127652700059116,4
0.852,xgbtree,3,0.08999891403364016,0.7600397876231,0.7238651934079826,1
0.852,xgbtree,8,0.2830077787395567,0.93507693647407,0.7302889712154865,3
0.852,xgbtree,3,0.1803197256871499,0.8171139745041728,0.808433913718909,4
0.852,xgbtree,3,0.03655414638575166,0.7722548851510509,0.630910646636039,8
0.852,xgbtree,3,0.19222932334523649,0.7022688367404043,0.9740084808319807,4
0.852,xgbtree,9,0.07775587419979273,0.9279067819938064,0.6721645900048315,4
0.852,xgbtree,8,0.2129223816213198,0.7856948605040088,0.9036931619048119,1
0.852,xgbtree,3,0.04682358068181202,0.9905185950919986,0.7185883097350597,2
0.852,xgbtree,8,0.05430458628572524,0.77818168920930475,0.902511402964592,0
0.852,xgbtree,8,0.15642535957042128,0.9780809945659712,0.686871793307364,7
0.852,xgbtree,7,0.2181423271773383,0.730453949375078,0.8479256418533623,3
0.852,xgbtree,5,0.28031509169377383,0.8584001614013687,0.9630778188817203,4
0.852,xgbtree,4,0.26387747707078235,0.8029078111983835,0.8996026774868369,4
0.852,xgbtree,7,0.12712469504447654,0.7150846182601526,0.9098989771679044,3
0.852,xgbtree,7,0.2244066991098225,0.906096653570421,0.6958555086515844,4
0.852,xgbtree,10,0.27981767484219744,0.9963954430771992,0.6825709946453571,3
0.848,xgbtree,4,0.16262254828820005,0.9798275236971676,0.7376322884112596,5
0.848,xgbtree,3,0.12038278528722002,0.9347061724867671,0.6439728503115475,3
0.848,xgbtree,4,0.14081370938569307,0.7958302004728466,0.9241282338276505,5
0.848,xgbtree,7,0.12612176281865686,0.8025505403289571,0.8709379161708057,2
0.848,xgbtree,9,0.28197804247727615,0.9244632936082781,0.6577624502591789,1
0.848,xgbtree,4,0.19940719716949387,0.8751057980349287,0.9064423426054418,1
0.848,xgbtree,5,0.20353536908281966,0.7992902185302228,0.6697464363649487,4
0.848,xgbtree,3,0.11304746619192882,0.9883750386768952,0.6139520925469696,3
0.848,xgbtree,7,0.042153100790455936,0.7466881065396591,0.9665338582359254,2
0.848,xgbtree,9,0.1221386097674258,0.9310509203467519,0.6047086891718209,2
0.848,xgbtree,5,0.2142372539965436,0.9237767751561478,0.6099878915585577,2
0.848,xgbtree,10,0.16250454844906925,0.9713736408622935,0.6204671837389469,1
0.848,xgbtree,6,0.27747946036513893,0.8727920029312373,0.9761744837276638,4
0.848,xgbtree,4,0.2023774923570454,0.9944726553047076,0.6715401632711291,3
0.848,xgbtree,7,0.10571209186455234,0.8760897022904828,0.6448676008731127,3
0.848,xgbtree,4,0.08258356628008186,0.7974925211630761,0.6821160051971674,5
0.848,xgbtree,4,0.0725885490886867,0.9261321349302307,0.6581676269881427,4
0.848,xgbtree,6,0.16151055065449327,0.760550388507545,0.6908616462722421,10
0.848,xgbtree,10,0.03937739006243646,0.9925472891889513,0.6313224616460502,9
0.848,xgbtree,10,0.06932332746218889,0.8254706450039521,0.7141152581200003,3
0.848,xgbtree,4,0.25971877268515525,0.722514114761725,0.9646844896487892,1
0.848,xgbtree,4,0.08779480420751497,0.9987276699161157,0.7029286372475326,6
0.848,xgbtree,10,0.15882660817122088,0.8831401346251369,0.8246368517167866,2
0.848,xgbtree,3,0.18110423986334354,0.7296406239736825,0.9372015880420804,0
0.848,xgbtree,10,0.20616347050992773,0.8176873381016776,0.9031271621584892,2
0.848,xgbtree,4,0.2704868027474731,0.937746404367499,0.6095053324475884,5
0.848,xgbtree,4,0.28793569058645513,0.7077571228146553,0.9090467479079962,1
0.848,xgbtree,9,0.17419807380065322,0.8809408535016701,0.682179488055408,2
0.848,xgbtree,8,0.2583173248940147,0.9491318475687877,0.6828892602585256,7
0.848,xgbtree,3,0.20174013306619598,0.9681289748521522,0.671686806436628,3
0.848,xgbtree,4,0.07459489955566823,0.9184431110275909,0.6548201347701251,3
0.848,xgbtree,3,0.022149136781226843,0.7240356716560199,0.6109604243189096,10
0.848,xgbtree,3,0.2597463261359371,0.9439631084911525,0.7118905385956168,2
0.848,xgbtree,7,0.14668615909991786,0.9885158786782995,0.6620716561563312,2
0.848,xgbtree,3,0.1182775442698039,0.8150247431593015,0.683079952467233,7
0.848,xgbtree,6,0.13601964824367316,0.7883687047986313,0.6797177162021398,4
0.848,xgbtree,4,0.2487483219592832,0.7256889715325087,0.7507881722413003,2
0.848,xgbtree,3,0.16669531458755954,0.7954399097245186,0.8060153876431286,5
0.848,xgbtree,4,0.21367037145420908,0.7728916486958042,0.7169664873741567,1
0.848,xgbtree,3,0.11916834206087513,0.7643405948067084,0.6144269960932434,0
0.848,xgbtree,7,0.29181401266716417,0.9034256508806721,0.6294181986711919,5
0.848,xgbtree,5,0.06671556906541809,0.7592551935696974,0.6743803150951863,8
0.848,xgbtree,6,0.1799128905357793,0.8096320799319073,0.9347331779077649,4
0.848,xgbtree,10,0.09084292727755382,0.9279715789249167,0.6849838184192777,4
0.848,xgbtree,9,0.0665388565743342,0.7804195329546928,0.8871808513998984,0
0.848,xgbtree,3,0.19087043120060115,0.9156849324237555,0.6467970504425465,2
0.848,xgbtree,4,0.047833733996376394,0.7123305870918557,0.8627958847209811,2
0.848,xgbtree,3,0.1946231998805888,0.708519286615774,0.9636134200729429,6
0.848,xgbtree,9,0.14624027533689513,0.9583265146240592,0.7107007489539683,2
0.848,xgbtree,4,0.28697266840375957,0.9515800288878381,0.6383161222562194,0
0.848,xgbtree,4,0.19874173818388954,0.7381222016643733,0.7631607328541576,1
0.848,xgbtree,3,0.04198326050769537,0.8577071413863451,0.723312952183187,6
0.848,xgbtree,10,0.2063961316854693,0.8761588853318244,0.9773872962221504,2
0.848,xgbtree,7,0.2492381954449229,0.8995165221393109,0.6276587327942252,5
0.848,xgbtree,4,0.22625471600098535,0.7160022079013287,0.6263883375562728,9
0.848,xgbtree,9,0.10376235448755322,0.7036214996129274,0.9795278578065336,1
0.848,xgbtree,8,0.12697544518858195,0.8945218512322753,0.6435445432551204,2
0.848,xgbtree,5,0.04193061244674027,0.9390957192983478,0.7039670402184128,7
0.848,xgbtree,9,0.014655381005723028,0.7293454581871628,0.888627048395574,0
0.848,xgbtree,5,0.1401205171411857,0.9226216988172382,0.7228553097695112,3
0.848,xgbtree,8,0.287530859792605,0.9800787579733878,0.9722954536788165,4
0.848,xgbtree,4,0.10870541748125105,0.7173681434476747,0.7593969671986998,6
0.848,xgbtree,4,0.21599256065906955,0.9495557504473254,0.7170995344407857,1
0.848,xgbtree,5,0.2654729013633914,0.8762257874477655,0.8629708732478321,2
0.848,xgbtree,4,0.06126003604615107,0.8035258883377536,0.7809117398224771,5
0.848,xgbtree,9,0.2246969082695432,0.9857613503932953,0.6628178084269166,3
0.848,xgbtree,6,0.13196769573027267,0.8489914565812796,0.7442916372790933,2
0.848,xgbtree,7,0.14037957574240864,0.770937102730386,0.6446670841425657,3
0.848,xgbtree,3,0.09053242606576531,0.9947336375247687,0.6083646430633962,3
0.848,xgbtree,8,0.07864407790591939,0.7069975796854123,0.6863004312850535,1
0.848,xgbtree,7,0.18919140659738332,0.8902017038548365,0.9572054960764944,2
0.848,xgbtree,7,0.14255355997709557,0.9321073293220252,0.6045492308214306,1
0.848,xgbtree,9,0.27966629882110283,0.8190219784155488,0.7592416430823505,2
0.848,xgbtree,10,0.1998728203261271,0.9351610387442634,0.6167389125563204,2
0.848,xgbtree,10,0.19562420094152913,0.9191004617838189,0.6733703875914215,2
0.848,xgbtree,3,0.14815271390601992,0.7640111621236428,0.7020931743085385,9
0.848,xgbtree,6,0.08265090783126651,0.8719121914356947,0.7458815958350897,3
0.848,xgbtree,10,0.046345440233126284,0.7820692592067644,0.7450814540497959,5
0.848,xgbtree,3,0.25190241291653365,0.7791302686324343,0.8471643024124205,0
0.848,xgbtree,7,0.12935575508978217,0.7379453538451344,0.7544146814383567,2
0.848,xgbtree,5,0.12333974807057528,0.706365402508527,0.8016725501976907,2
0.848,xgbtree,5,0.21926891789771616,0.9893356338376179,0.6620981272310018,7
0.848,xgbtree,8,0.09899373730877413,0.9581966825062409,0.61020547170192,7
0.848,xgbtree,3,0.07897016577422618,0.812210238026455,0.6731319913640618,6
0.848,xgbtree,9,0.24852972599212078,0.8694166082888841,0.8586263211444021,2
0.848,xgbtree,5,0.21506496763089672,0.7184961761347949,0.9839030643925071,0
0.848,xgbtree,4,0.06797204836504533,0.9737248121295125,0.7338372659869492,9
0.848,xgbtree,5,0.02185410095844418,0.8053444009041413,0.8993109463714063,2
0.848,xgbtree,9,0.19526876214891672,0.7950951596023514,0.9149874899536371,1
0.848,xgbtree,7,0.0586487770290114,0.9908684595720842,0.6772143835201859,4
0.848,xgbtree,5,0.2961765798274428,0.898142715007998,0.7402473335154355,2
0.848,xgbtree,5,0.28236001873388883,0.7844207869144156,0.9957264526747167,0
0.848,xgbtree,7,0.02087354454677552,0.706001279503107,0.619259812310338,1
0.848,xgbtree,9,0.2554531420883722,0.8624722707318142,0.6942353853955865,1
0.848,xgbtree,9,0.1097814114927314,0.8705188490217551,0.6548780449666083,0
0.848,xgbtree,4,0.12919737222371622,0.7709273435408249,0.7251154944300652,3
0.848,xgbtree,6,0.20219131350517272,0.851426505134441,0.6039808613248169,3
0.848,xgbtree,6,0.16460259491344914,0.7985031763324514,0.6983933162875473,1
0.848,xgbtree,4,0.09714540577027946,0.7473386430181562,0.778677636757493,4
0.848,xgbtree,5,0.06313722877996042,0.7723089398350567,0.9445275996811688,3
0.848,xgbtree,7,0.25604573847493156,0.7977380874566733,0.6348000530153513,6
0.848,xgbtree,4,0.07446405454305931,0.7182907935231924,0.6032192508690059,10
0.848,xgbtree,3,0.036342258416116234,0.7247023620875552,0.6216708729974926,5
0.848,xgbtree,6,0.26950635659741234,0.8776680555194616,0.9465549973770976,3
0.848,xgbtree,3,0.1416739268321544,0.8792876385618001,0.6847464992664755,7
0.848,xgbtree,7,0.04808779551181942,0.7186520768795162,0.9279031356796622,3
0.848,xgbtree,6,0.21629406599560752,0.7916913011344149,0.7091347866691649,4
0.848,xgbtree,4,0.20895945776021108,0.7853941956302151,0.8596075172536075,1
0.848,xgbtree,4,0.07042153760092332,0.8112055230420082,0.6674956792965531,6
0.848,xgbtree,7,0.28180714778834953,0.9357427500188351,0.6563715988770127,2
0.848,xgbtree,9,0.04804411078104749,0.7925209443550556,0.8745774744078516,0
0.848,xgbtree,8,0.11668892817571758,0.7392434403300285,0.7375655150040984,3
0.848,xgbtree,8,0.09543656461872159,0.8799389160005375,0.6327621145173907,1
0.848,xgbtree,4,0.20358382004546002,0.7707737765973434,0.9361397781409323,4
0.848,xgbtree,5,0.2436971992137842,0.7146540142595768,0.9082600937224925,2
0.848,xgbtree,5,0.2718488816753961,0.7385892597492784,0.975502466224134,2
0.848,xgbtree,10,0.2220513275754638,0.8170868516433983,0.6067282794043422,3
0.848,xgbtree,3,0.05708471612073481,0.8700896566035226,0.6705846598371863,6
0.848,xgbtree,9,0.115343811372295,0.9494654101552442,0.6966347150504589,7
0.848,xgbtree,10,0.12763792663812637,0.9669453762238845,0.7385685950517654,6
0.848,xgbtree,4,0.05953864634037018,0.7590858338633552,0.7481336773373186,5
0.848,xgbtree,6,0.267277296250686,0.7049222659319638,0.9388606405816973,2
0.848,xgbtree,4,0.06187830947805196,0.7183343553217127,0.7371498028747737,5
0.848,xgbtree,6,0.2425870185671374,0.8352295634802431,0.9509248261339962,2
0.848,xgbtree,9,0.21573523403611033,0.7970056794816628,0.7672875264659524,5
0.848,xgbtree,7,0.10201821226859464,0.8463695924496277,0.724141021259129,4
0.848,xgbtree,7,0.11156416694866492,0.9464630872476846,0.6249800072051584,2
0.848,xgbtree,4,0.11887369320029391,0.873208880238235,0.7064501308836043,3
0.848,xgbtree,7,0.2423853732459247,0.9304831865243613,0.6025247521698475,2
0.848,xgbtree,4,0.06341834253864362,0.8763202002970502,0.6506842571310699,8
0.848,xgbtree,7,0.0909199642878957,0.8890243466710672,0.6815100642852485,4
0.848,xgbtree,5,0.06395256968447938,0.8232784419786184,0.6753777518868447,4
0.848,xgbtree,9,0.05885027684271336,0.7223712786100804,0.9392319716513157,0
0.848,xgbtree,10,0.04229321466526017,0.7500336050987243,0.9818738374859095,1
0.848,xgbtree,9,0.05533239010022953,0.9280032629380003,0.6733121803961694,2
0.848,xgbtree,8,0.05766008678125217,0.7396883705398067,0.934683224093169,1
0.848,xgbtree,3,0.2817265958432108,0.8912754448596388,0.9456257270649076,3
0.848,xgbtree,9,0.08181353992549702,0.8553032034542412,0.6897074396722018,5
0.848,xgbtree,5,0.2883591435733251,0.841096555814147,0.8068637064658105,4
0.848,xgbtree,6,0.1820495638088323,0.7980612689862028,0.9729507774114609,2
0.848,xgbtree,4,0.1892750896885991,0.9006241594906896,0.6422329066321254,5
0.848,xgbtree,3,0.28064998124726115,0.9088655576575547,0.7948756396770478,0
0.848,xgbtree,4,0.18708025959553196,0.7082415588898584,0.7977157825604081,3
0.848,xgbtree,3,0.07913514144718646,0.9747874754015357,0.9821608086116612,10
0.848,xgbtree,3,0.17513767048949375,0.76991826402954755,0.6592236525379122,2
0.848,xgbtree,6,0.2814753684494644,0.9906008856836707,0.8725028968416154,3
0.848,xgbtree,3,0.17386030002497135,0.795916451793164,0.8382893593981862,0
0.848,xgbtree,3,0.07590751274954527,0.7468891334952786,0.720557922963053,5
0.848,xgbtree,3,0.1818516103271395,0.7931866209954023,0.7126598803326487,3
0.848,xgbtree,3,0.2181965174828656,0.775129077816382,0.6639540133997798,3
0.848,xgbtree,10,0.028234077629167582,0.7667453782632947,0.6733988761901856,1
0.848,xgbtree,3,0.08536384783452376,0.9479870760114864,0.6933955575339497,10
0.848,xgbtree,3,0.18172111304709687,0.9507286534877494,0.7425820741802454,4
0.848,xgbtree,6,0.2671249201102182,0.9423849695594981,0.685580313578248,2
0.848,xgbtree,4,0.04284220862900838,0.771649363473989,0.6572367074899376,1
0.848,xgbtree,3,0.057738707561511546,0.8843603238929063,0.6298659535124898,4
0.848,xgbtree,9,0.23525656597223132,0.8661417701514438,0.6732903144322335,2
0.848,xgbtree,9,0.19393779103877024,0.8238944538868963,0.8536558570340276,1
0.848,xgbtree,3,0.05328526275698096,0.7484695646679028,0.9453478994779289,3
0.848,xgbtree,9,0.26975557443452997,0.754516636673361,0.7424225348047913,3
0.848,xgbtree,6,0.07267286417540161,0.801644050143659,0.6776355997659266,3
0.848,xgbtree,4,0.1324712752806954,0.7315398599952458,0.8612874010577798,3
0.848,xgbtree,10,0.029418916930444537,0.7325237807352095,0.8986984790302812,0
0.848,xgbtree,6,0.27116072628647087,0.8766512398608028,0.8559246318414807,2
0.848,xgbtree,9,0.17547371870139614,0.9792694125091657,0.7355493424460292,2
0.848,xgbtree,3,0.2943865183414891,0.98730600962881,0.8725185438059271,4
0.848,xgbtree,7,0.06872695361962541,0.900916947890073,0.7313895487226546,2
